H10E_onMeter_1,H10E_onMeter_2,H10E_onMeter_3,H10E_onMeter_4,H10E_onMeter_5,H10E_onMeter_6,H10E_onMeter_7,H10E_onMeter_8
0.0,0.0,0.0,1800.0,1343.0,200.0,200.0,1800.0
0.0,0.0,0.0,1793.0,1164.0,200.0,200.0,1800.0
0.0,0.0,0.0,1786.0,1244.0,200.0,200.0,1800.0
0.0,0.0,0.0,1799.0,1308.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1232.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1343.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1175.0,200.0,200.0,1800.0
0.0,0.0,0.0,1705.0,1231.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1175.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1319.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1316.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1218.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1108.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1235.0,200.0,200.0,1800.0
0.0,0.0,0.0,1797.0,1250.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1219.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1194.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1187.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1102.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1291.0,200.0,200.0,1800.0
0.0,0.0,0.0,1775.0,1318.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1254.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1322.0,200.0,200.0,1800.0
0.0,0.0,0.0,1797.0,1153.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1364.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1207.0,200.0,200.0,1800.0
0.0,0.0,0.0,1722.0,1186.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1296.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1343.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1271.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1304.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1290.0,200.0,200.0,1800.0
0.0,0.0,0.0,1757.0,1228.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1219.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1311.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1330.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1191.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1312.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1324.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1301.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1293.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1255.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1255.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1403.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1239.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1300.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1187.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1405.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1250.0,200.0,200.0,1800.0
0.0,0.0,0.0,1713.0,1277.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1293.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1360.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1216.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1194.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1299.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1459.0,200.0,200.0,1800.0
0.0,0.0,0.0,1774.0,1220.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1282.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1325.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1296.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1355.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1224.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1408.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1270.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1215.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1359.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1278.0,200.0,200.0,1800.0
0.0,0.0,0.0,1692.0,1228.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1248.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1364.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1317.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1285.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1318.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1276.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1205.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1337.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1341.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1325.0,200.0,200.0,1800.0
0.0,0.0,0.0,1765.0,1250.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1353.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1353.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1347.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1337.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1294.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1199.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1374.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1305.0,200.0,200.0,1800.0
0.0,0.0,0.0,1764.0,1216.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1166.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1305.0,200.0,200.0,1800.0
0.0,0.0,0.0,1687.0,1230.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1236.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1271.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1432.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1242.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1330.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1407.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1347.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1276.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1347.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1275.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1332.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1302.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1319.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1296.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1380.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1393.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1314.0,200.0,200.0,1800.0
0.0,0.0,0.0,1694.0,1287.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1293.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1386.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1391.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1276.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1335.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1346.0,200.0,200.0,1800.0
0.0,0.0,0.0,1744.0,1224.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1288.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1374.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1198.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1182.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1228.0,200.0,200.0,1800.0
0.0,0.0,0.0,1594.0,1141.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1312.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1419.0,200.0,200.0,1800.0
0.0,0.0,0.0,1754.0,1096.0,200.0,200.0,1800.0
0.0,0.0,0.0,1750.0,1179.0,200.0,200.0,1800.0
0.0,0.0,0.0,1771.0,1211.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1215.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1152.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1233.0,200.0,200.0,1800.0
0.0,0.0,0.0,1712.0,1171.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1224.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1282.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1280.0,200.0,200.0,1800.0
0.0,0.0,0.0,1703.0,1176.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1339.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1279.0,200.0,200.0,1800.0
0.0,0.0,0.0,1800.0,1280.0,200.0,200.0,1800.0
